"0"20240525"083628"Z20SDO"
"1"1204"0"000105456"00710"0"00"20240524" 000000000000000055"0"00"
"1"1204"0"000300014"00710"0"00"20240524" 000000000000000089"0"00"
"1"1204"0"000300017"00710"0"00"20240524" 000000000000000007"0"00"
"1"1204"0"000300017"08000"0"00"20240524" 000000000000009499"1"00"
"1"1204"0"000300069"00710"0"00"20240524" 000000000000000072"0"00"
"1"1204"0"000300103"00710"0"00"20240524" 000000000000000162"0"00"
"1"1204"0"000300115"00710"0"00"20240524" 000000000000000007"0"00"
"1"1204"0"010000017"05921"0"00"20240524" 000000000000015117"0"00"
"1"1204"0"010000017"05927"0"00"20240524" 000000000000000564"0"00"
"1"1204"0"010000017"10000"0"00"20240524" 000000000000018133"2"00"
"1"1204"0"010000115"10000"0"00"20240524" 000000000000015426"0"00"
"1"1204"0"010000696"10000"0"00"20240524" 000000000000005727"0"00"
"1"1204"0"010000785"10000"0"00"20240524" 000000000000000320"0"00"
"1"1204"0"010000841"00710"0"00"20240524" 000000000000000090"0"00"
"1"1204"0"010000841"00839"0"00"20240524" 000000000000013000"0"00"
"1"1204"0"010000841"05921"0"00"20240524" 000000000000082172"0"00"
"1"1204"0"010000841"05927"0"00"20240524" 000000000000006127"0"00"
"1"1204"0"010000841"81088"0"00"20240524" 000000000000000755"0"00"
"1"1204"0"010000841"81090"0"00"20240524" 000000000000001311"0"00"
"1"1204"0"010000841"81092"0"00"20240524" 000000000000001115"0"00"
"1"1204"0"010000884"05924"0"00"20240524" 000000000000017460"0"00"
"1"1204"0"010000884"05927"0"00"20240524" 000000000000001204"0"00"
"1"1204"0"010000891"10000"0"00"20240524" 000000000000000162"0"00"
"1"1204"0"010000992"05921"0"00"20240524" 000000000000001849"0"00"
"1"1204"0"010001083"07000"0"00"20240524" 000000000000003892"2"00"
"1"1204"0"010001083"08000"0"00"20240524" 000000000000324012"2"00"
"1"1204"0"010001083"10000"0"00"20240524" 000000000000008338"2"00"
"1"1204"0"010001083"91800"0"00"20240524" 000000000000002000"0"00"
"1"1204"0"010001101"10000"0"00"20240524" 000000000000012402"0"00"
"1"1204"0"010001190"05921"0"00"20240524" 000000000000000551"0"00"
"1"1204"0"010001190"05927"0"00"20240524" 000000000000000070"0"00"
"1"1204"0"010001239"10000"0"00"20240524" 000000000000011019"0"00"
"1"1204"0"010001282"10000"0"00"20240524" 000000000000002060"0"00"
"1"1204"0"010001512"00169"0"00"20240524" 000000000000006307"0"00"
"1"1204"0"010001512"00617"0"00"20240524" 000000000000000210"0"00"
"1"1204"0"010001512"00849"0"00"20240524" 000000000000001030"0"00"
"1"1204"0"010001512"08527"0"00"20240524" 000000000000000057"0"00"
"1"1204"0"010001512"45695"0"00"20240524" 000000000000009438"0"00"
"1"1204"0"010001512"70167"0"00"20240524" 000000000000000212"0"00"
"1"1204"0"010001513"06000"0"00"20240524" 000000000000116952"2"00"
"1"1204"0"010001513"40620"0"00"20240524" 000000000000000466"0"00"
"1"1204"0"010001861"08000"0"00"20240524" 000000000000000573"2"00"
"1"1204"0"010001870"07000"0"00"20240524" 000000000000000365"2"00"
"1"1204"0"010001870"08000"0"00"20240524" 000000000000003925"2"00"
"1"1204"0"010001934"10000"0"00"20240524" 000000000000002575"0"00"
"1"1204"0"010001939"05921"0"00"20240524" 000000000000007000"0"00"
"1"1204"0"010001939"05923"0"00"20240524" 000000000000005000"0"00"
"1"1204"0"010001939"32804"0"00"20240524" 000000000000012000"0"00"
"1"1204"0"010001939"57118"0"00"20240524" 000000000000002800"0"00"
"1"1204"0"010002043"05927"0"00"20240524" 000000000000007182"0"00"
"1"1204"0"010002043"07000"0"00"20240524" 000000000000015984"2"00"
"1"1204"0"010002043"81086"0"00"20240524" 000000000000040740"0"00"
"1"1204"0"010002043"81274"0"00"20240524" 000000000000001415"0"00"
"1"1204"0"010002063"05921"0"00"20240524" 000000000000001212"0"00"
"1"1204"0"010002063"05927"0"00"20240524" 000000000000000045"0"00"
"1"1204"0"010002129"00007"0"00"20240524" 000000000000016000"0"00"
"1"1204"0"010002129"00094"0"00"20240524" 000000000000002500"0"00"
"1"1204"0"010002129"00457"0"00"20240524" 000000000000004000"0"00"
"1"1204"0"010002129"00710"0"00"20240524" 000000000000000600"0"00"
"1"1204"0"010002129"05921"0"00"20240524" 000000000000016894"0"00"
"1"1204"0"010002129"05927"0"00"20240524" 000000000000003000"0"00"
"1"1204"0"010002129"07000"0"00"20240524" 000000000000015495"2"00"
"1"1204"0"010002129"08037"0"00"20240524" 000000000000000060"0"00"
"1"1204"0"010002129"08147"0"00"20240524" 000000000000000060"0"00"
"1"1204"0"010002129"08432"0"00"20240524" 000000000000000040"0"00"
"1"1204"0"010002129"08468"0"00"20240524" 000000000000000600"0"00"
"1"1204"0"010002129"08498"0"00"20240524" 000000000000000040"0"00"
"1"1204"0"010002129"08526"0"00"20240524" 000000000000000080"0"00"
"1"1204"0"010002129"08527"0"00"20240524" 000000000000000810"0"00"
"1"1204"0"010002129"08530"0"00"20240524" 000000000000000040"0"00"
"1"1204"0"010002129"08549"0"00"20240524" 000000000000000020"0"00"
"1"1204"0"010002129"08550"0"00"20240524" 000000000000000050"0"00"
"1"1204"0"010002129"08554"0"00"20240524" 000000000000000060"0"00"
"1"1204"0"010002129"81086"0"00"20240524" 000000000000006000"0"00"
"1"1204"0"010002284"10000"0"00"20240524" 000000000000001782"0"00"
"1"1204"0"010002357"05921"0"00"20240524" 000000000000004500"0"00"
"1"1204"0"010002368"00457"0"00"20240524" 000000000000000083"0"00"
"1"1204"0"010002368"08000"0"00"20240524" 000000000000000448"2"00"
"1"1204"0"010002390"00007"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"010002620"05921"0"00"20240524" 000000000000003400"0"00"
"1"1204"0"010002624"08000"0"00"20240524" 000000000000000488"2"00"
"1"1204"0"010002685"00007"0"00"20240524" 000000000000000300"0"00"
"1"1204"0"010002685"00457"0"00"20240524" 000000000000000160"0"00"
"1"1204"0"010002685"07000"0"00"20240524" 000000000000000284"2"00"
"1"1204"0"010002685"08526"0"00"20240524" 000000000000000006"0"00"
"1"1204"0"010002685"30005"0"00"20240524" 000000000000000285"0"00"
"1"1204"0"010002685"30013"0"00"20240524" 000000000000005732"0"00"
"1"1204"0"010002685"30062"0"00"20240524" 000000000000000856"0"00"
"1"1204"0"010002754"00046"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"010002754"00111"0"00"20240524" 000000000000000050"0"00"
"1"1204"0"010002754"00534"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"010002754"05921"0"00"20240524" 000000000000006030"0"00"
"1"1204"0"010002754"05923"0"00"20240524" 000000000000001402"0"00"
"1"1204"0"010002754"05927"0"00"20240524" 000000000000000274"0"00"
"1"1204"0"010002754"08000"0"00"20240524" 000000000017418502"2"00"
"1"1204"0"010002754"30035"0"00"20240524" 000000000000000500"0"00"
"1"1204"0"010002754"30041"0"00"20240524" 000000000000000470"0"00"
"1"1204"0"010002786"00839"0"00"20240524" 000000000000040400"0"00"
"1"1204"0"010002786"07000"0"00"20240524" 000000000000042513"2"00"
"1"1204"0"010002786"08479"0"00"20240524" 000000000000000450"0"00"
"1"1204"0"010002786"08549"0"00"20240524" 000000000000000122"0"00"
"1"1204"0"010002786"08553"0"00"20240524" 000000000000000017"0"00"
"1"1204"0"010002786"08555"0"00"20240524" 000000000000000022"0"00"
"1"1204"0"010002786"08556"0"00"20240524" 000000000000000010"0"00"
"1"1204"0"010002786"81088"0"00"20240524" 000000000000002346"0"00"
"1"1204"0"010002786"81090"0"00"20240524" 000000000000004075"0"00"
"1"1204"0"010002786"81092"0"00"20240524" 000000000000003467"0"00"
"1"1204"0"010002822"05108"0"00"20240524" 000000000000000358"0"00"
"1"1204"0"010002822"05109"0"00"20240524" 000000000000000360"0"00"
"1"1204"0"010002944"10000"0"00"20240524" 000000000000000013"0"00"
"1"1204"0"010002996"05924"0"00"20240524" 000000000000064281"0"00"
"1"1204"0"010002996"05927"0"00"20240524" 000000000000000040"0"00"
"1"1204"0"010002996"45701"0"00"20240524" 000000000000064281"0"00"
"1"1204"0"010003146"05922"0"00"20240524" 000000000000015520"0"00"
"1"1204"0"010003146"05927"0"00"20240524" 000000000000001070"0"00"
"1"1204"0"010003264"05924"0"00"20240524" 000000000000009700"0"00"
"1"1204"0"010003264"05927"0"00"20240524" 000000000000000006"0"00"
"1"1204"0"010003264"45696"0"00"20240524" 000000000000009535"0"00"
"1"1204"0"010003264"45698"0"00"20240524" 000000000000028293"0"00"
"1"1204"0"010003264"45701"0"00"20240524" 000000000000009700"0"00"
"1"1204"0"010003296"05921"0"00"20240524" 000000000000175414"0"00"
"1"1204"0"010003296"05927"0"00"20240524" 000000000000013054"0"00"
"1"1204"0"010003351"00710"0"00"20240524" 000000000000000050"0"00"
"1"1204"0"010003427"00457"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"010003427"00798"0"00"20240524" 000000000000000010"0"00"
"1"1204"0"010003427"00849"0"00"20240524" 000000000000000010"0"00"
"1"1204"0"010003427"05921"0"00"20240524" 000000000000000150"0"00"
"1"1204"0"010003427"05922"0"00"20240524" 000000000000000050"0"00"
"1"1204"0"010003427"07000"0"00"20240524" 000000000000000187"2"00"
"1"1204"0"010003427"30005"0"00"20240524" 000000000000000030"0"00"
"1"1204"0"010003427"30038"0"00"20240524" 000000000000000150"0"00"
"1"1204"0"010003427"81086"0"00"20240524" 000000000000000500"0"00"
"1"1204"0"010003447"00710"0"00"20240524" 000000000000000010"0"00"
"1"1204"0"010003447"07000"0"00"20240524" 000000000000000073"1"00"
"1"1204"0"010003447"08445"0"00"20240524" 000000000000000900"0"00"
"1"1204"0"010003513"00094"0"00"20240524" 000000000000001000"0"00"
"1"1204"0"010003513"00322"0"00"20240524" 000000000000000200"0"00"
"1"1204"0"010003513"00443"0"00"20240524" 000000000000003135"0"00"
"1"1204"0"010003513"00457"0"00"20240524" 000000000000002000"0"00"
"1"1204"0"010003513"00655"0"00"20240524" 000000000000001800"0"00"
"1"1204"0"010003513"00710"0"00"20240524" 000000000000001050"0"00"
"1"1204"0"010003513"00742"0"00"20240524" 000000000000001000"0"00"
"1"1204"0"010003513"07000"0"00"20240524" 000000000000000882"2"00"
"1"1204"0"010003513"08527"0"00"20240524" 000000000000000300"0"00"
"1"1204"0"010003513"08530"0"00"20240524" 000000000000000500"0"00"
"1"1204"0"010003513"30041"0"00"20240524" 000000000000000070"0"00"
"1"1204"0"010003530"06000"0"00"20240524" 000000000000033858"2"00"
"1"1204"0"010003537"07000"0"00"20240524" 000000000000010269"1"00"
"1"1204"0"010003537"08000"0"00"20240524" 000000000002617616"2"00"
"1"1204"0"010003704"00066"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"010003704"00710"0"00"20240524" 000000000000000010"0"00"
"1"1204"0"010003704"00798"0"00"20240524" 000000000000000001"0"00"
"1"1204"0"010003704"00839"0"00"20240524" 000000000000002000"0"00"
"1"1204"0"010003704"07000"0"00"20240524" 000000000000000174"1"00"
"1"1204"0"010003704"08000"0"00"20240524" 000000000000518599"2"00"
"1"1204"0"010003704"08555"0"00"20240524" 000000000000000001"0"00"
"1"1204"0"010003704"81088"0"00"20240524" 000000000000000116"0"00"
"1"1204"0"010003704"81090"0"00"20240524" 000000000000000201"0"00"
"1"1204"0"010003704"81092"0"00"20240524" 000000000000000171"0"00"
"1"1204"0"010003795"00007"0"00"20240524" 000000000000001000"0"00"
"1"1204"0"010003795"00274"0"00"20240524" 000000000000001009"0"00"
"1"1204"0"010003795"00633"0"00"20240524" 000000000000000037"0"00"
"1"1204"0"010003795"05921"0"00"20240524" 000000000000021000"0"00"
"1"1204"0"010003795"07000"0"00"20240524" 000000000000000448"2"00"
"1"1204"0"010003795"30043"0"00"20240524" 000000000000001200"0"00"
"1"1204"0"010003899"05921"0"00"20240524" 000000000000000614"0"00"
"1"1204"0"010003987"05925"0"00"20240524" 000000000000010000"0"00"
"1"1204"0"010003987"07000"0"00"20240524" 000000000000000227"1"00"
"1"1204"0"010003987"09180"0"00"20240524" 000000000000011000"0"00"
"1"1204"0"010004102"81086"0"00"20240524" 000000000000050690"0"00"
"1"1204"0"010004102"81088"0"00"20240524" 000000000000092869"0"00"
"1"1204"0"010004102"81274"0"00"20240524" 000000000000006096"0"00"
"1"1204"0"010004110"00457"0"00"20240524" 000000000000001000"0"00"
"1"1204"0"010004110"00710"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"010004110"07000"0"00"20240524" 000000000000010201"2"00"
"1"1204"0"010004110"08432"0"00"20240524" 000000000000000200"0"00"
"1"1204"0"010004192"00007"0"00"20240524" 000000000000034101"0"00"
"1"1204"0"010004192"00019"0"00"20240524" 000000000000820308"0"00"
"1"1204"0"010004192"00049"0"00"20240524" 000000000000016271"0"00"
"1"1204"0"010004192"00066"0"00"20240524" 000000000000007270"0"00"
"1"1204"0"010004192"00322"0"00"20240524" 000000000000049336"0"00"
"1"1204"0"010004192"00424"0"00"20240524" 000000000001589739"1"00"
"1"1204"0"010004192"00457"0"00"20240524" 000000000000002800"0"00"
"1"1204"0"010004192"00534"0"00"20240524" 000000000000005000"0"00"
"1"1204"0"010004192"00565"0"00"20240524" 000000000000003000"0"00"
"1"1204"0"010004192"00742"0"00"20240524" 000000000000002585"0"00"
"1"1204"0"010004192"00839"0"00"20240524" 000000000000020000"0"00"
"1"1204"0"010004192"00849"0"00"20240524" 000000000000014205"0"00"
"1"1204"0"010004192"05923"0"00"20240524" 000000000000023100"0"00"
"1"1204"0"010004192"08025"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"010004192"08260"0"00"20240524" 000000000000002160"0"00"
"1"1204"0"010004192"08358"0"00"20240524" 000000000000003518"0"00"
"1"1204"0"010004192"08432"0"00"20240524" 000000000000006628"0"00"
"1"1204"0"010004192"30006"0"00"20240524" 000000000000000888"0"00"
"1"1204"0"010004192"30019"0"00"20240524" 000000000000026652"0"00"
"1"1204"0"010004192"30041"0"00"20240524" 000000000000001000"0"00"
"1"1204"0"010004192"30043"0"00"20240524" 000000000000008140"0"00"
"1"1204"0"010004192"81088"0"00"20240524" 000000000000012290"0"00"
"1"1204"0"010004192"81090"0"00"20240524" 000000000000011521"0"00"
"1"1204"0"010004192"81092"0"00"20240524" 000000000000004358"0"00"
"1"1204"0"010004199"00457"0"00"20240524" 000000000000000880"0"00"
"1"1204"0"010004199"00807"0"00"20240524" 000000000000000277"0"00"
"1"1204"0"010004199"00839"0"00"20240524" 000000000000004134"0"00"
"1"1204"0"010004199"07000"0"00"20240524" 000000000000004286"2"00"
"1"1204"0"010004199"08549"0"00"20240524" 000000000000000001"0"00"
"1"1204"0"010004199"08553"0"00"20240524" 000000000000000001"0"00"
"1"1204"0"010004199"08555"0"00"20240524" 000000000000000002"0"00"
"1"1204"0"010004199"08556"0"00"20240524" 000000000000000001"0"00"
"1"1204"0"010004199"81086"0"00"20240524" 000000000000000160"0"00"
"1"1204"0"010004199"81088"0"00"20240524" 000000000000000306"0"00"
"1"1204"0"010004199"81090"0"00"20240524" 000000000000000416"0"00"
"1"1204"0"010004199"81092"0"00"20240524" 000000000000000354"0"00"
"1"1204"0"010004231"07000"0"00"20240524" 000000000000000004"1"00"
"1"1204"0"010004345"05090"0"00"20240524" 000000000000002271"0"00"
"1"1204"0"010004345"05302"0"00"20240524" 000000000000005000"0"00"
"1"1204"0"010004345"05306"0"00"20240524" 000000000000004711"0"00"
"1"1204"0"010004345"05307"0"00"20240524" 000000000000005117"0"00"
"1"1204"0"010004361"10000"0"00"20240524" 000000000000004492"0"00"
"1"1204"0"010004364"06000"0"00"20240524" 000000000000010788"2"00"
"1"1204"0"010004364"40620"0"00"20240524" 000000000000000296"0"00"
"1"1204"0"010004376"00480"0"00"20240524" 000000000000005139"0"00"
"1"1204"0"010004376"00655"0"00"20240524" 000000000000005973"0"00"
"1"1204"0"010004463"05924"0"00"20240524" 000000000000004062"0"00"
"1"1204"0"010004463"05927"0"00"20240524" 000000000000000002"0"00"
"1"1204"0"010004463"45701"0"00"20240524" 000000000000004062"0"00"
"1"1204"0"010004535"00839"0"00"20240524" 000000000000085344"0"00"
"1"1204"0"010004535"07000"0"00"20240524" 000000000000401803"2"00"
"1"1204"0"010004535"08445"0"00"20240524" 000000000000002760"0"00"
"1"1204"0"010004535"08549"0"00"20240524" 000000000000000031"0"00"
"1"1204"0"010004535"08553"0"00"20240524" 000000000000000037"0"00"
"1"1204"0"010004535"08555"0"00"20240524" 000000000000000047"0"00"
"1"1204"0"010004535"08556"0"00"20240524" 000000000000000022"0"00"
"1"1204"0"010004535"40790"0"00"20240524" 000000000000056347"0"00"
"1"1204"0"010004535"44173"0"00"20240524" 000000000000030550"0"00"
"1"1204"0"010004535"44673"0"00"20240524" 000000000000020947"0"00"
"1"1204"0"010004535"81088"0"00"20240524" 000000000000004956"0"00"
"1"1204"0"010004535"81090"0"00"20240524" 000000000000008608"0"00"
"1"1204"0"010004535"81092"0"00"20240524" 000000000000007324"0"00"
"1"1204"0"010004555"05090"0"00"20240524" 000000000000002378"0"00"
"1"1204"0"010004555"05302"0"00"20240524" 000000000000005000"0"00"
"1"1204"0"010004555"05306"0"00"20240524" 000000000000004934"0"00"
"1"1204"0"010004555"05307"0"00"20240524" 000000000000005359"0"00"
"1"1204"0"010004613"07000"0"00"20240524" 000000000000000225"2"00"
"1"1204"0"010004719"05921"0"00"20240524" 000000000000119145"0"00"
"1"1204"0"010004719"05923"0"00"20240524" 000000000000033648"0"00"
"1"1204"0"010004719"05927"0"00"20240524" 000000000000010766"0"00"
"1"1204"0"010004746"00710"0"00"20240524" 000000000000001250"0"00"
"1"1204"0"010004765"00810"0"00"20240524" 000000000000000438"0"00"
"1"1204"0"010004765"06000"0"00"20240524" 000000000000007639"2"00"
"1"1204"0"010004765"07000"0"00"20240524" 000000000000014414"2"00"
"1"1204"0"010004765"08000"0"00"20240524" 000000000000015992"1"00"
"1"1204"0"010004765"40625"0"00"20240524" 000000000000000012"0"00"
"1"1204"0"010004765"41902"0"00"20240524" 000000000000000016"0"00"
"1"1204"0"010004765"70167"0"00"20240524" 000000000000000012"0"00"
"1"1204"0"010004765"81086"0"00"20240524" 000000000000000004"0"00"
"1"1204"0"010004765"81088"0"00"20240524" 000000000000000007"0"00"
"1"1204"0"010004773"08000"0"00"20240524" 000000000000006185"2"00"
"1"1204"0"010004808"05921"0"00"20240524" 000000000000007983"0"00"
"1"1204"0"010004808"05927"0"00"20240524" 000000000000000325"0"00"
"1"1204"0"010005176"00617"0"00"20240524" 000000000000003660"0"00"
"1"1204"0"010005176"00710"0"00"20240524" 000000000000000009"0"00"
"1"1204"0"010005176"05921"0"00"20240524" 000000000000000023"0"00"
"1"1204"0"010005229"10000"0"00"20240524" 000000000000000037"0"00"
"1"1204"0"010005238"05921"0"00"20240524" 000000000000000740"0"00"
"1"1204"0"010005353"10000"0"00"20240524" 000000000000000051"0"00"
"1"1204"0"010005538"05921"0"00"20240524" 000000000000003934"0"00"
"1"1204"0"010005574"00111"0"00"20240524" 000000000000000175"0"00"
"1"1204"0"010005574"00274"0"00"20240524" 000000000000000696"0"00"
"1"1204"0"010005574"07000"0"00"20240524" 000000000000003661"2"00"
"1"1204"0"010005574"08037"0"00"20240524" 000000000000000021"0"00"
"1"1204"0"010005574"08139"0"00"20240524" 000000000000000045"0"00"
"1"1204"0"010005574"08358"0"00"20240524" 000000000000000090"0"00"
"1"1204"0"010005574"08432"0"00"20240524" 000000000000000070"0"00"
"1"1204"0"010005574"08444"0"00"20240524" 000000000000000060"0"00"
