"0"20240525"083628"Z20SDO"
"1"1204"0"500013843"81088"0"00"20240524" 000000000000000381"0"00"
"1"1204"0"500013843"81090"0"00"20240524" 000000000000000661"0"00"
"1"1204"0"500013843"81092"0"00"20240524" 000000000000000563"0"00"
"1"1204"0"500013843"81093"0"00"20240524" 000000000000000419"0"00"
"1"1204"0"500013845"00007"0"00"20240524" 000000000000001090"0"00"
"1"1204"0"500013845"00111"0"00"20240524" 000000000000000440"0"00"
"1"1204"0"500013845"00457"0"00"20240524" 000000000000000450"0"00"
"1"1204"0"500013845"00839"0"00"20240524" 000000000000007051"0"00"
"1"1204"0"500013845"07000"0"00"20240524" 000000000000000016"1"00"
"1"1204"0"500013845"08549"0"00"20240524" 000000000000000002"0"00"
"1"1204"0"500013845"08550"0"00"20240524" 000000000000000061"0"00"
"1"1204"0"500013845"08553"0"00"20240524" 000000000000000002"0"00"
"1"1204"0"500013845"08555"0"00"20240524" 000000000000000003"0"00"
"1"1204"0"500013845"08556"0"00"20240524" 000000000000000001"0"00"
"1"1204"0"500013845"81088"0"00"20240524" 000000000000000388"0"00"
"1"1204"0"500013845"81090"0"00"20240524" 000000000000000674"0"00"
"1"1204"0"500013845"81092"0"00"20240524" 000000000000000574"0"00"
"1"1204"0"500013847"00457"0"00"20240524" 000000000000006631"0"00"
"1"1204"0"500013849"08000"0"00"20240524" 000000000000000346"2"00"
"1"1204"0"500013863"02225"0"00"20240524" 000000000000012575"0"00"
"1"1204"0"500013863"02702"0"00"20240524" 000000000000012575"0"00"
"1"1204"0"500013863"02784"0"00"20240524" 000000000000012575"0"00"
"1"1204"0"500013863"02827"0"00"20240524" 000000000000012575"0"00"
"1"1204"0"500013868"05921"0"00"20240524" 000000000000001200"0"00"
"1"1204"0"500013873"07000"0"00"20240524" 000000000000001874"2"00"
"1"1204"0"500013889"06000"0"00"20240524" 000000000000259076"2"00"
"1"1204"0"500013889"40620"0"00"20240524" 000000000000000756"0"00"
"1"1204"0"500013892"07000"0"00"20240524" 000000000000005656"2"00"
"1"1204"0"500013892"08025"0"00"20240524" 000000000000000082"0"00"
"1"1204"0"500013892"08468"0"00"20240524" 000000000000001114"0"00"
"1"1204"0"500013892"08479"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"500013893"07000"0"00"20240524" 000000000000001202"2"00"
"1"1204"0"500013893"08000"0"00"20240524" 000000000000535212"2"00"
"1"1204"0"500013895"08000"0"00"20240524" 000000000000004689"2"00"
"1"1204"0"500013935"00204"0"00"20240524" 000000000000001361"0"00"
"1"1204"0"500013935"00666"0"00"20240524" 000000000000010800"0"00"
"1"1204"0"500013939"08000"0"00"20240524" 000000000000001713"2"00"
"1"1204"0"500013941"05921"0"00"20240524" 000000000000012368"0"00"
"1"1204"0"500013941"05927"0"00"20240524" 000000000000000920"0"00"
"1"1204"0"500013952"07000"0"00"20240524" 000000000000000166"1"00"
"1"1204"0"500013952"08000"0"00"20240524" 000000000000003681"2"00"
"1"1204"0"500013985"08000"0"00"20240524" 000000000000000002"1"00"
"1"1204"0"500013988"05921"0"00"20240524" 000000000000019061"0"00"
"1"1204"0"500013988"05927"0"00"20240524" 000000000000000730"0"00"
"1"1204"0"500013988"07000"0"00"20240524" 000000000000003127"2"00"
"1"1204"0"500013990"07000"0"00"20240524" 000000000000004576"2"00"
"1"1204"0"500013990"08000"0"00"20240524" 000000000000118161"2"00"
"1"1204"0"500014004"08000"0"00"20240524" 000000000000028881"2"00"
"1"1204"0"500014009"00457"0"00"20240524" 000000000000000909"0"00"
"1"1204"0"500014009"00534"0"00"20240524" 000000000000000381"0"00"
"1"1204"0"500014009"00710"0"00"20240524" 000000000000000050"0"00"
"1"1204"0"500014009"07000"0"00"20240524" 000000000000000117"2"00"
"1"1204"0"500014009"08006"0"00"20240524" 000000000000000016"0"00"
"1"1204"0"500014009"08032"0"00"20240524" 000000000000000013"0"00"
"1"1204"0"500014009"08444"0"00"20240524" 000000000000000015"0"00"
"1"1204"0"500014009"08445"0"00"20240524" 000000000000000022"0"00"
"1"1204"0"500014009"08495"0"00"20240524" 000000000000000020"0"00"
"1"1204"0"500014032"00534"0"00"20240524" 000000000000000200"0"00"
"1"1204"0"500014032"00617"0"00"20240524" 000000000000000363"0"00"
"1"1204"0"500014032"00710"0"00"20240524" 000000000000000050"0"00"
"1"1204"0"500014032"00839"0"00"20240524" 000000000000007000"0"00"
"1"1204"0"500014032"07000"0"00"20240524" 000000000000006457"2"00"
"1"1204"0"500014032"08000"0"00"20240524" 000000000000775985"2"00"
"1"1204"0"500014032"08549"0"00"20240524" 000000000000000002"0"00"
"1"1204"0"500014032"08553"0"00"20240524" 000000000000000003"0"00"
"1"1204"0"500014032"08555"0"00"20240524" 000000000000000003"0"00"
"1"1204"0"500014032"08556"0"00"20240524" 000000000000000001"0"00"
"1"1204"0"500014032"30013"0"00"20240524" 000000000000002233"0"00"
"1"1204"0"500014032"30059"0"00"20240524" 000000000000002000"0"00"
"1"1204"0"500014032"30062"0"00"20240524" 000000000000000163"0"00"
"1"1204"0"500014032"81088"0"00"20240524" 000000000000000406"0"00"
"1"1204"0"500014032"81090"0"00"20240524" 000000000000000706"0"00"
"1"1204"0"500014032"81092"0"00"20240524" 000000000000000600"0"00"
"1"1204"0"500014032"91800"0"00"20240524" 000000000000000800"0"00"
"1"1204"0"500014040"00046"0"00"20240524" 000000000000000200"0"00"
"1"1204"0"500014040"00751"0"00"20240524" 000000000000000285"0"00"
"1"1204"0"500014040"08000"0"00"20240524" 000000000000295488"2"00"
"1"1204"0"500014040"30043"0"00"20240524" 000000000000000050"0"00"
"1"1204"0"500014046"08000"0"00"20240524" 000000000000884735"2"00"
"1"1204"0"500014073"08000"0"00"20240524" 000000000000005327"2"00"
"1"1204"0"500014099"06000"0"00"20240524" 000000000000000316"2"00"
"1"1204"0"500014124"00508"0"00"20240524" 000000000000000427"0"00"
"1"1204"0"500014124"06000"0"00"20240524" 000000000000000044"1"00"
"1"1204"0"500014124"07000"0"00"20240524" 000000000000020656"2"00"
"1"1204"0"500014124"45698"0"00"20240524" 000000000000013089"0"00"
"1"1204"0"500014126"08000"0"00"20240524" 000000000000000004"2"00"
"1"1204"0"500014150"08000"0"00"20240524" 000000000000014732"2"00"
"1"1204"0"500014151"00807"0"00"20240524" 000000000000000023"0"00"
"1"1204"0"500014151"07000"0"00"20240524" 000000000000001253"2"00"
"1"1204"0"500014151"08000"0"00"20240524" 000000000000010259"2"00"
"1"1204"0"500014151"81086"0"00"20240524" 000000000000000012"0"00"
"1"1204"0"500014151"81088"0"00"20240524" 000000000000000004"0"00"
"1"1204"0"500014165"00565"0"00"20240524" 000000000000001225"0"00"
"1"1204"0"500014165"05921"0"00"20240524" 000000000000004600"0"00"
"1"1204"0"500014165"45696"0"00"20240524" 000000000000003724"0"00"
"1"1204"0"500014172"05921"0"00"20240524" 000000000000011160"0"00"
"1"1204"0"500014172"05927"0"00"20240524" 000000000000000416"0"00"
"1"1204"0"500014196"00007"0"00"20240524" 000000000000001152"0"00"
"1"1204"0"500014196"00204"0"00"20240524" 000000000000005945"0"00"
"1"1204"0"500014196"00223"0"00"20240524" 000000000000000025"2"00"
"1"1204"0"500014196"00620"0"00"20240524" 000000000000008563"0"00"
"1"1204"0"500014196"00655"0"00"20240524" 000000000000005500"0"00"
"1"1204"0"500014196"00740"0"00"20240524" 000000000000061068"0"00"
"1"1204"0"500014196"00830"0"00"20240524" 000000000000000514"0"00"
"1"1204"0"500014196"00839"0"00"20240524" 000000000000007800"0"00"
"1"1204"0"500014196"06000"0"00"20240524" 000000000000041543"2"00"
"1"1204"0"500014196"07000"0"00"20240524" 000000000000880568"2"00"
"1"1204"0"500014196"08000"0"00"20240524" 000000000001116198"2"00"
"1"1204"0"500014196"08260"0"00"20240524" 000000000000000214"0"00"
"1"1204"0"500014196"08549"0"00"20240524" 000000000000000002"0"00"
"1"1204"0"500014196"08553"0"00"20240524" 000000000000000003"0"00"
"1"1204"0"500014196"08555"0"00"20240524" 000000000000000004"0"00"
"1"1204"0"500014196"08556"0"00"20240524" 000000000000000002"0"00"
"1"1204"0"500014196"40620"0"00"20240524" 000000000000000135"0"00"
"1"1204"0"500014196"41902"0"00"20240524" 000000000000003700"0"00"
"1"1204"0"500014196"44781"0"00"20240524" 000000000000000008"0"00"
"1"1204"0"500014196"81088"0"00"20240524" 000000000000000453"0"00"
"1"1204"0"500014196"81090"0"00"20240524" 000000000000000786"0"00"
"1"1204"0"500014196"81092"0"00"20240524" 000000000000000669"0"00"
"1"1204"0"500014210"05924"0"00"20240524" 000000000000024172"0"00"
"1"1204"0"500014210"05927"0"00"20240524" 000000000000000387"0"00"
"1"1204"0"500014210"45695"0"00"20240524" 000000000000335942"0"00"
"1"1204"0"500014226"00111"0"00"20240524" 000000000000000085"0"00"
"1"1204"0"500014226"00534"0"00"20240524" 000000000000000090"0"00"
"1"1204"0"500014226"00742"0"00"20240524" 000000000000000069"0"00"
"1"1204"0"500014226"00807"0"00"20240524" 000000000000000037"0"00"
"1"1204"0"500014226"05921"0"00"20240524" 000000000000000285"0"00"
"1"1204"0"500014226"05927"0"00"20240524" 000000000000000010"0"00"
"1"1204"0"500014226"07000"0"00"20240524" 000000000000014402"2"00"
"1"1204"0"500014226"08000"0"00"20240524" 000000000001201568"2"00"
"1"1204"0"500014226"30041"0"00"20240524" 000000000000000017"0"00"
"1"1204"0"500014226"70167"0"00"20240524" 000000000000000039"0"00"
"1"1204"0"500014226"81086"0"00"20240524" 000000000000000019"0"00"
"1"1204"0"500014226"81088"0"00"20240524" 000000000000000007"0"00"
"1"1204"0"500014228"08000"0"00"20240524" 000000000000000004"2"00"
"1"1204"0"500014271"45698"0"00"20240524" 000000000001475985"0"00"
"1"1204"0"500014271"45701"0"00"20240524" 000000000000106383"0"00"
"1"1204"0"500014306"06000"0"00"20240524" 000000000000022073"2"00"
"1"1204"0"500014323"08000"0"00"20240524" 000000000000022519"2"00"
"1"1204"0"500014325"02156"0"00"20240524" 000000000000008520"0"00"
"1"1204"0"500014325"02706"0"00"20240524" 000000000000008520"0"00"
"1"1204"0"500014325"02708"0"00"20240524" 000000000000004443"0"00"
"1"1204"0"500014330"00807"0"00"20240524" 000000000000000900"0"00"
"1"1204"0"500014330"07000"0"00"20240524" 000000000000001511"2"00"
"1"1204"0"500014330"81086"0"00"20240524" 000000000000000522"0"00"
"1"1204"0"500014330"81088"0"00"20240524" 000000000000000217"0"00"
"1"1204"0"500014335"05927"0"00"20240524" 000000000000010347"0"00"
"1"1204"0"500014335"07000"0"00"20240524" 000000000000008557"2"00"
"1"1204"0"500014335"08046"0"00"20240524" 000000000000000030"0"00"
"1"1204"0"500014399"07000"0"00"20240524" 000000000000000077"2"00"
"1"1204"0"500014405"00617"0"00"20240524" 000000000000000400"0"00"
"1"1204"0"500014405"00710"0"00"20240524" 000000000000000200"0"00"
"1"1204"0"500014405"05921"0"00"20240524" 000000000000005000"0"00"
"1"1204"0"500014405"05924"0"00"20240524" 000000000000005000"0"00"
"1"1204"0"500014405"05927"0"00"20240524" 000000000000008000"0"00"
"1"1204"0"500014405"30013"0"00"20240524" 000000000000008604"0"00"
"1"1204"0"500014405"30062"0"00"20240524" 000000000000000628"0"00"
"1"1204"0"500014405"45698"0"00"20240524" 000000000000200000"0"00"
"1"1204"0"500014405"91800"0"00"20240524" 000000000000000700"0"00"
"1"1204"0"500014417"05921"0"00"20240524" 000000000000008811"0"00"
"1"1204"0"500014417"05927"0"00"20240524" 000000000000000328"0"00"
"1"1204"0"500014419"07000"0"00"20240524" 000000000000000255"2"00"
"1"1204"0"500014419"08000"0"00"20240524" 000000000000006138"2"00"
"1"1204"0"500014423"07000"0"00"20240524" 000000000000035809"2"00"
"1"1204"0"500014423"70167"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"500014446"00007"0"00"20240524" 000000000000001988"0"00"
"1"1204"0"500014446"00019"0"00"20240524" 000000000000006000"0"00"
"1"1204"0"500014446"00223"0"00"20240524" 000000000000000720"0"00"
"1"1204"0"500014446"00558"0"00"20240524" 000000000000000284"0"00"
"1"1204"0"500014446"00565"0"00"20240524" 000000000000003759"0"00"
"1"1204"0"500014446"00655"0"00"20240524" 000000000000001554"0"00"
"1"1204"0"500014446"00733"0"00"20240524" 000000000000000855"0"00"
"1"1204"0"500014446"00740"0"00"20240524" 000000000000001544"0"00"
"1"1204"0"500014446"00742"0"00"20240524" 000000000000000517"0"00"
"1"1204"0"500014446"00748"0"00"20240524" 000000000000001000"0"00"
"1"1204"0"500014446"00839"0"00"20240524" 000000000000001006"0"00"
"1"1204"0"500014446"00849"0"00"20240524" 000000000000001567"0"00"
"1"1204"0"500014446"07000"0"00"20240524" 000000000000000583"2"00"
"1"1204"0"500014446"30005"0"00"20240524" 000000000000001000"0"00"
"1"1204"0"500014446"30059"0"00"20240524" 000000000000001500"0"00"
"1"1204"0"500014446"81086"0"00"20240524" 000000000000000079"0"00"
"1"1204"0"500014446"81088"0"00"20240524" 000000000000000105"0"00"
"1"1204"0"500014446"81090"0"00"20240524" 000000000000000101"0"00"
"1"1204"0"500014446"81092"0"00"20240524" 000000000000000086"0"00"
"1"1204"0"500014446"91800"0"00"20240524" 000000000000001307"0"00"
"1"1204"0"500014447"07000"0"00"20240524" 000000000000000562"2"00"
"1"1204"0"500014447"81086"0"00"20240524" 000000000000000900"0"00"
"1"1204"0"500014453"07000"0"00"20240524" 000000000000010273"2"00"
"1"1204"0"500014453"08000"0"00"20240524" 000000000000332384"2"00"
"1"1204"0"500014453"30011"0"00"20240524" 000000000000000333"0"00"
"1"1204"0"500014457"00094"0"00"20240524" 000000000000000012"0"00"
"1"1204"0"500014457"00111"0"00"20240524" 000000000000000031"0"00"
"1"1204"0"500014457"00457"0"00"20240524" 000000000000000024"0"00"
"1"1204"0"500014457"00534"0"00"20240524" 000000000000000017"0"00"
"1"1204"0"500014457"08000"0"00"20240524" 000000000000000203"2"00"
"1"1204"0"500014457"30035"0"00"20240524" 000000000000000033"0"00"
"1"1204"0"500014457"30043"0"00"20240524" 000000000000000015"0"00"
"1"1204"0"500014463"00807"0"00"20240524" 000000000000002823"0"00"
"1"1204"0"500014463"81086"0"00"20240524" 000000000000001645"0"00"
"1"1204"0"500014463"81088"0"00"20240524" 000000000000000684"0"00"
"1"1204"0"500014475"00223"0"00"20240524" 000000000000000055"2"00"
"1"1204"0"500014475"05921"0"00"20240524" 000000000000140583"0"00"
"1"1204"0"500014475"05927"0"00"20240524" 000000000000010466"0"00"
"1"1204"0"500014478"07000"0"00"20240524" 000000000000000165"2"00"
"1"1204"0"500014478"08000"0"00"20240524" 000000000000005069"2"00"
"1"1204"0"500014512"08000"0"00"20240524" 000000000000000181"2"00"
"1"1204"0"500014523"05921"0"00"20240524" 000000000000001764"0"00"
"1"1204"0"500014523"05927"0"00"20240524" 000000000000000065"0"00"
"1"1204"0"500014523"07000"0"00"20240524" 000000000000010347"2"00"
"1"1204"0"500014523"08000"0"00"20240524" 000000000000023544"1"00"
"1"1204"0"500014523"70167"0"00"20240524" 000000000000000024"0"00"
"1"1204"0"500014528"00274"0"00"20240524" 000000000000001500"0"00"
"1"1204"0"500014528"00457"0"00"20240524" 000000000000001800"0"00"
"1"1204"0"500014541"45701"0"00"20240524" 000000000000035000"0"00"
"1"1204"0"500014564"07000"0"00"20240524" 000000000000014861"2"00"
"1"1204"0"500014564"08009"0"00"20240524" 000000000000000607"0"00"
"1"1204"0"500014564"08444"0"00"20240524" 000000000000000600"0"00"
"1"1204"0"500014564"08527"0"00"20240524" 000000000000000855"0"00"
"1"1204"0"500014567"00007"0"00"20240524" 000000000000000473"0"00"
"1"1204"0"500014567"08442"0"00"20240524" 000000000000000215"0"00"
"1"1204"0"500014567"08444"0"00"20240524" 000000000000000032"0"00"
"1"1204"0"500014568"00274"0"00"20240524" 000000000000000900"0"00"
"1"1204"0"500014568"00322"0"00"20240524" 000000000000000200"0"00"
"1"1204"0"500014568"00457"0"00"20240524" 000000000000000230"0"00"
"1"1204"0"500014568"00508"0"00"20240524" 000000000000039766"0"00"
"1"1204"0"500014568"00617"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"500014568"00710"0"00"20240524" 000000000000000010"0"00"
"1"1204"0"500014568"08442"0"00"20240524" 000000000000000050"0"00"
"1"1204"0"500014574"00111"0"00"20240524" 000000000000000050"0"00"
"1"1204"0"500014576"00534"0"00"20240524" 000000000000002427"0"00"
"1"1204"0"500014576"05921"0"00"20240524" 000000000000002700"0"00"
"1"1204"0"500014576"08006"0"00"20240524" 000000000000001540"0"00"
"1"1204"0"500014576"08009"0"00"20240524" 000000000000000330"0"00"
"1"1204"0"500014576"08017"0"00"20240524" 000000000000000192"0"00"
"1"1204"0"500014576"08024"0"00"20240524" 000000000000000987"0"00"
"1"1204"0"500014576"08432"0"00"20240524" 000000000000003524"0"00"
"1"1204"0"500014576"08442"0"00"20240524" 000000000000001610"0"00"
"1"1204"0"500014576"08444"0"00"20240524" 000000000000000014"0"00"
"1"1204"0"500014576"08467"0"00"20240524" 000000000000000030"0"00"
"1"1204"0"500014576"08549"0"00"20240524" 000000000000000061"0"00"
"1"1204"0"500014576"95610"0"00"20240524" 000000000000000300"0"00"
"1"1204"0"500014593"05921"0"00"20240524" 000000000000017160"0"00"
"1"1204"0"500014606"00007"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"500014606"00457"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"500014606"00617"0"00"20240524" 000000000000000050"0"00"
"1"1204"0"500014606"00710"0"00"20240524" 000000000000000040"0"00"
"1"1204"0"500014606"05925"0"00"20240524" 000000000000025000"0"00"
"1"1204"0"500014606"06000"0"00"20240524" 000000000000000001"2"00"
"1"1204"0"500014606"07000"0"00"20240524" 000000000000009765"2"00"
"1"1204"0"500014606"08000"0"00"20240524" 000000000000000345"2"00"
"1"1204"0"500014606"56207"0"00"20240524" 000000000000000300"0"00"
"1"1204"0"500014606"91870"0"00"20240524" 000000000000001000"0"00"
"1"1204"0"500014606"95610"0"00"20240524" 000000000000001076"0"00"
"1"1204"0"500014611"08000"0"00"20240524" 000000000000000439"2"00"
"1"1204"0"500014613"45698"0"00"20240524" 000000000000066666"0"00"
"1"1204"0"500014615"00798"0"00"20240524" 000000000000000018"1"00"
"1"1204"0"500014615"08000"0"00"20240524" 000000000000067946"2"00"
"1"1204"0"500014630"05921"0"00"20240524" 000000000000000055"0"00"
"1"1204"0"500014630"07000"0"00"20240524" 000000000000000176"2"00"
"1"1204"0"500014631"00710"0"00"20240524" 000000000000000011"0"00"
"1"1204"0"500014640"00710"0"00"20240524" 000000000000000110"0"00"
"1"1204"0"500014642"08000"0"00"20240524" 000000000000078982"2"00"
"1"1204"0"500014643"08000"0"00"20240524" 000000000000004155"2"00"
"1"1204"0"500014650"45698"0"00"20240524" 000000000000015655"0"00"
"1"1204"0"500014657"05921"0"00"20240524" 000000000000000292"0"00"
"1"1204"0"500014659"07000"0"00"20240524" 000000000000000036"1"00"
"1"1204"0"500014676"56207"0"00"20240524" 000000000000039194"0"00"
"1"1204"0"500014676"57320"0"00"20240524" 000000000000030000"0"00"
"1"1204"0"500014690"00424"0"00"20240524" 000000000000000051"1"00"
"1"1204"0"500014690"06000"0"00"20240524" 000000000000000276"2"00"
"1"1204"0"500014690"07000"0"00"20240524" 000000000000000066"1"00"
"1"1204"0"500014690"08000"0"00"20240524" 000000000000021443"2"00"
"1"1204"0"500014713"05922"0"00"20240524" 000000000000001649"0"00"
"1"1204"0"500014713"05924"0"00"20240524" 000000000000001000"0"00"
"1"1204"0"500014713"08000"0"00"20240524" 000000000000101303"2"00"
"1"1204"0"500014713"10000"0"00"20240524" 000000000000000957"2"00"
"1"1204"0"500014715"00807"0"00"20240524" 000000000000002029"0"00"
"1"1204"0"500014715"07000"0"00"20240524" 000000000000003428"2"00"
"1"1204"0"500014715"08000"0"00"20240524" 000000000000802325"2"00"
"1"1204"0"500014715"81086"0"00"20240524" 000000000000001182"0"00"
"1"1204"0"500014715"81088"0"00"20240524" 000000000000000491"0"00"
"1"1204"0"500014716"00807"0"00"20240524" 000000000000003095"0"00"
"1"1204"0"500014716"07000"0"00"20240524" 000000000000005236"2"00"
"1"1204"0"500014716"81086"0"00"20240524" 000000000000001803"0"00"
"1"1204"0"500014716"81088"0"00"20240524" 000000000000000750"0"00"
"1"1204"0"500014729"00007"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"500014729"00094"0"00"20240524" 000000000000000010"0"00"
"1"1204"0"500014729"00111"0"00"20240524" 000000000000000090"0"00"
"1"1204"0"500014729"00457"0"00"20240524" 000000000000000060"0"00"
"1"1204"0"500014729"00633"0"00"20240524" 000000000000000200"0"00"
"1"1204"0"500014729"00839"0"00"20240524" 000000000000000100"0"00"
"1"1204"0"500014729"05924"0"00"20240524" 000000000000000140"0"00"
"1"1204"0"500014729"06000"0"00"20240524" 000000000000002355"2"00"
"1"1204"0"500014729"07000"0"00"20240524" 000000000000000002"0"00"
"1"1204"0"500014729"30013"0"00"20240524" 000000000000000276"0"00"
"1"1204"0"500014729"30062"0"00"20240524" 000000000000000020"0"00"
"1"1204"0"500014729"40620"0"00"20240524" 000000000000000008"0"00"
"1"1204"0"500014729"44675"0"00"20240524" 000000000000000107"0"00"
"1"1204"0"500014729"70167"0"00"20240524" 000000000000000050"0"00"
"1"1204"0"500014729"81086"0"00"20240524" 000000000000000013"0"00"
"1"1204"0"500014729"81088"0"00"20240524" 000000000000000057"0"00"
"1"1204"0"500014729"81090"0"00"20240524" 000000000000000060"0"00"
"1"1204"0"500014729"81274"0"00"20240524" 000000000000000003"0"00"
"1"1204"0"500014734"45696"0"00"20240524" 000000000000030634"0"00"
"1"1204"0"500014740"00169"0"00"20240524" 000000000000001923"0"00"
"1"1204"0"500014740"00274"0"00"20240524" 000000000000004053"0"00"
"1"1204"0"500014740"00457"0"00"20240524" 000000000000019437"0"00"
"1"1204"0"500014740"00508"0"00"20240524" 000000000000001872"0"00"
"1"1204"0"500014740"00617"0"00"20240524" 000000000000004195"0"00"
"1"1204"0"500014740"00633"0"00"20240524" 000000000000000150"0"00"
"1"1204"0"500014740"00710"0"00"20240524" 000000000000000015"0"00"
"1"1204"0"500014740"00733"0"00"20240524" 000000000000001087"0"00"
"1"1204"0"500014740"00742"0"00"20240524" 000000000000000072"0"00"
"1"1204"0"500014740"00798"0"00"20240524" 000000000000000090"0"00"
"1"1204"0"500014740"00859"0"00"20240524" 000000000000000875"0"00"
"1"1204"0"500014740"08000"0"00"20240524" 000000000007454349"2"00"
"1"1204"0"500014740"10000"0"00"20240524" 000000000000014406"2"00"
"1"1204"0"500014740"30005"0"00"20240524" 000000000000010400"0"00"
"1"1204"0"500014740"30013"0"00"20240524" 000000000000025195"0"00"
"1"1204"0"500014740"30038"0"00"20240524" 000000000000027600"0"00"
"1"1204"0"500014740"30041"0"00"20240524" 000000000000000017"0"00"
"1"1204"0"500014740"30059"0"00"20240524" 000000000000012000"0"00"
"1"1204"0"500014740"30062"0"00"20240524" 000000000000001839"0"00"
"1"1204"0"500014769"00251"0"00"20240524" 000000000000065000"0"00"
"1"1204"0"500014769"05921"0"00"20240524" 000000000000003000"0"00"
"1"1204"0"500014773"05921"0"00"20240524" 000000000000002000"0"00"
"1"1204"0"500014773"07000"0"00"20240524" 000000000000002797"2"00"
"1"1204"0"500014773"08028"0"00"20240524" 000000000000000048"0"00"
"1"1204"0"500014773"08444"0"00"20240524" 000000000000000036"0"00"
"1"1204"0"500014773"08445"0"00"20240524" 000000000000000080"0"00"
"1"1204"0"500014773"08468"0"00"20240524" 000000000000000600"0"00"
"1"1204"0"500014773"08469"0"00"20240524" 000000000000000003"0"00"
"1"1204"0"500014796"07000"0"00"20240524" 000000000000000043"2"00"
"1"1204"0"500014796"08000"0"00"20240524" 000000000000354262"2"00"
"1"1204"0"500014803"08000"0"00"20240524" 000000000000045329"1"00"
"1"1204"0"500014804"06000"0"00"20240524" 000000000000006063"2"00"
"1"1204"0"500014804"40625"0"00"20240524" 000000000000000025"0"00"
"1"1204"0"500014812"00111"0"00"20240524" 000000000000000002"0"00"
"1"1204"0"500014812"00457"0"00"20240524" 000000000000000010"0"00"
"1"1204"0"500014812"00534"0"00"20240524" 000000000000000006"0"00"
"1"1204"0"500014812"00710"0"00"20240524" 000000000000000001"0"00"
"1"1204"0"500014815"07000"0"00"20240524" 000000000000000126"2"00"
"1"1204"0"500014815"30043"0"00"20240524" 000000000000000221"0"00"
"1"1204"0"500014815"81086"0"00"20240524" 000000000000000015"0"00"
"1"1204"0"500014815"81088"0"00"20240524" 000000000000000008"0"00"
"1"1204"0"500014828"00710"0"00"20240524" 000000000000001100"0"00"
"1"1204"0"500014828"05921"0"00"20240524" 000000000000025107"0"00"
"1"1204"0"500014828"05927"0"00"20240524" 000000000000001868"0"00"
"1"1204"0"500014832"02156"0"00"20240524" 000000000000025714"0"00"
"1"1204"0"500014832"02209"0"00"20240524" 000000000000062247"0"00"
"1"1204"0"500014832"02441"0"00"20240524" 000000000000037545"0"00"
"1"1204"0"500014847"32804"0"00"20240524" 000000000000001000"0"00"
"1"1204"0"500014856"30025"0"00"20240524" 000000000000002800"0"00"
"1"1204"0"500014856"55855"0"00"20240524" 000000000000020742"0"00"
"1"1204"0"500014861"07000"0"00"20240524" 000000000000000045"1"00"
"1"1204"0"500014861"08000"0"00"20240524" 000000000000016672"2"00"
"1"1204"0"500014872"02155"0"00"20240524" 000000000000004632"0"00"
"1"1204"0"500014872"02707"0"00"20240524" 000000000000004632"0"00"
"1"1204"0"500014879"05921"0"00"20240524" 000000000000010475"0"00"
"1"1204"0"500014879"05923"0"00"20240524" 000000000000012011"0"00"
"1"1204"0"500014879"05927"0"00"20240524" 000000000000000656"0"00"
"1"1204"0"500014879"07000"0"00"20240524" 000000000000005336"2"00"
"1"1204"0"500014879"08006"0"00"20240524" 000000000000000054"0"00"
"1"1204"0"500014879"08444"0"00"20240524" 000000000000000080"0"00"
"1"1204"0"500014879"08445"0"00"20240524" 000000000000001280"0"00"
"1"1204"0"500014880"08549"0"00"20240524" 000000000000000007"0"00"
"1"1204"0"500014903"08000"0"00"20240524" 000000000000000685"1"00"
"1"1204"0"500014919"05921"0"00"20240524" 000000000000013505"0"00"
"1"1204"0"500014942"05921"0"00"20240524" 000000000000000824"0"00"
"1"1204"0"500014942"07000"0"00"20240524" 000000000000000127"2"00"
"1"1204"0"500014942"81086"0"00"20240524" 000000000000000341"0"00"
"1"1204"0"500014945"07000"0"00"20240524" 000000000000009555"2"00"
"1"1204"0"500014945"08000"0"00"20240524" 000000000000004613"2"00"
"1"1204"0"500015003"05921"0"00"20240524" 000000000000001849"0"00"
"1"1204"0"500015004"00710"0"00"20240524" 000000000000001031"0"00"
"1"1204"0"500015005"07000"0"00"20240524" 000000000000000348"2"00"
"1"1204"0"500015024"05927"0"00"20240524" 000000000000003013"0"00"
"1"1204"0"500015032"08000"0"00"20240524" 000000000000005197"2"00"
"1"1204"0"500015041"05921"0"00"20240524" 000000000000010531"0"00"
"1"1204"0"500015055"05921"0"00"20240524" 000000000000011640"0"00"
"1"1204"0"500015055"05923"0"00"20240524" 000000000000070101"0"00"
"1"1204"0"500015055"05927"0"00"20240524" 000000000000004800"0"00"
"1"1204"0"500015055"07000"0"00"20240524" 000000000000023433"2"00"
"1"1204"0"500015055"55469"0"00"20240524" 000000000000010000"0"00"
"1"1204"0"500015055"56433"0"00"20240524" 000000000000004661"0"00"
"1"1204"0"500015055"57320"0"00"20240524" 000000000000002000"0"00"
"1"1204"0"500015055"81086"0"00"20240524" 000000000000017460"0"00"
"1"1204"0"500015055"81274"0"00"20240524" 000000000000000606"0"00"
